title,label
U.S. appeals injunction of Trump revised travel order,TRUE
"U.S. consumers could suffer from Dodd-Frank, CFPB changes: property site",TRUE
Senate tax bill stalls on deficit-focused 'trigger',TRUE
 WATCH: Doctor Hilariously Tears Apart Donald Trump’s Ridiculous Health Letter,FAKE
Trump's Virginia comments last straw for disenchanted CEOs,TRUE
Prosecutors: Manafort needs to detail finances further in bail talks,TRUE
 WATCH: These White Trump Supporters Call Black People Lazy And Then Get Their A**es Handed To Them,FAKE
"Senator Johnson: Trump argued for repealing, replacing Obamacare",TRUE
 Ted Cruz Awkwardly Explains Why Texas Should Have Federal Relief Money But Not Victims Of Hurricane Sandy,FAKE
Trump tax plan will sharply slash corporate tax rates,TRUE
" Fox News Steals Greta Van Susteren’s Personal Website, So She Punks Them Hard For It",FAKE
" Hillary’s Response To Trump’s Late Night, Fat-Shaming Tantrum Is Absolutely MAGNIFICENT (TWEETS)",FAKE
" BREAKING: Lead Republican Investigating Russia Just PROVED He’s In It For Trump, Not The Truth",FAKE
Ex-U.S. Attorney Bharara signs book deal after firing by Trump,TRUE
Trump invites Republican senators to healthcare lunch on Wednesday,TRUE
" Trump Just Had A Massive MELTDOWN Over Sally Yates, And Everyone Is Laughing At Him (TWEETS)",FAKE
 BOMBSHELL: Trump Lied – His ‘Armada’ Was NOT Headed Toward North Korea At All,FAKE
NAFTA hearings start with Democratic lawmakers urging strong labor rules,TRUE
Bid to revoke Obama methane rule fails in surprise U.S. Senate vote,TRUE
BHP disappointed by Trump withdrawal from Paris climate pact,TRUE
House panel to weigh expanding Puerto Rico oversight board powers,TRUE
 Trump Makes Absolutely IRONIC Pick With HUGE Conflict Of Interest For EPA Head,FAKE
"Trump firing of FBI Director Comey evokes criticism, praise",TRUE
Trump taps ex-pharma executive Azar as U.S. health secretary,TRUE
 WHOA: Ted Nugent Says He’s Changed His Tune On Violence After Virginia Shooting: “We Have Got To Be Civil”,FAKE
 WATCH: Sexist Tucker Carlson Gets His A** Handed To Him By Teen Vogue Writer,FAKE
 White House Staffer On Kushner FBI Investigation: ‘Jared Is So F***ed’,FAKE
 Neo-Nazi Rally Met With Strong Resistance By Local Town (DETAILS),FAKE
Highlights: The Trump presidency on April 21 at 6:12 p.m. EDT/2212 GMT,TRUE
U.S. Senate votes to confirm Jay Clayton as SEC chairman,TRUE
 McConnell Says He’ll Obstruct ANY Effort To Hire Independent Special Prosecutor,FAKE
 One HUGE Way Liberals Are Already Fighting Back Against Trump,FAKE
New Trump communications director promises crackdown on media leaks,TRUE
"Day before Comey appearance, U.S. intel chiefs to testify on surveillance",TRUE
"Prior to his SEC nomination, Clayton communicated with SEC contractor",TRUE
Trump travel ban on more solid ground as top court cancels hearing,TRUE
'Open Sesame:' Lobbyists cheer warmer welcome in Trump White House,TRUE
Trump bump: Court fights draw big money into attorney general races,TRUE
 Kushner Begs Trump To Attack Special Counsel,FAKE
FBI got court order to monitor ex-Trump adviser in Russia probe: Washington Post,TRUE
"Trump says Comey not telling truth, willing to respond under oath",TRUE
State Department misses deadline to manage email records electronically,TRUE
Trump anger at Cohn raises doubts about his White House tenure: sources,TRUE
" BREAKING: GOP Chairman Grassley Has Had Enough, DEMANDS Trump Jr. Testimony",FAKE
 BREAKING: Lithuania Warns That Russia Is Preparing For War Against Europe,FAKE
"Families of San Bernardino shooting sue Facebook, Google, Twitter",TRUE
China warned North Korea of sanctions after any nuclear test: Tillerson,TRUE
"Leaks of Manchester bomb probe 'reprehensible,' will stop: U.S. envoy",TRUE
Trump Jr. Russia emails prompt new government watchdog complaint,TRUE
Congress approves Trump's aid and debt deal with Democrats,TRUE
 Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context,FAKE
House intelligence panel has yet to see new surveillance evidence: Democrat,TRUE
U.S. drug enforcement chief to step down from agency,TRUE
 WATCH: Jimmy Kimmel Demonstrates That Trump Could Support Child Rape And Not Lose Any Votes,FAKE
 Republican Rep Sickeningly Justifies Obamacare Repeal: Poor People Don’t Want Healthcare,FAKE
Trump ally Stone offers to testify in Russian meddling probe,TRUE
"In meeting, Trump to push a reluctant Xi to rein in North Korea",TRUE
"In high-level talks, U.S. asks China to do more to rein in North Korea",TRUE
 WATCH: Stephen Colbert HUMILIATES Rudy Giuliani With A Diagnosis Of His Own,FAKE
Factbox: Trump turnover - Tillerson would be latest to leave administration,TRUE
Senate panel sets hearing for Trump tax nominee,TRUE
 Trump Just Shamed Our Country Yet AGAIN With His Latest Diplomacy Disaster (DETAILS),FAKE
 A Reminder Of How Much The NRA Has Spent On Trump In Wake Of ANOTHER Mass Shooting,FAKE
U.S. lawmakers expect more sanctions on Venezuela over vote,TRUE
 Former Tea Party Congressman Brought In Court In Shackles And Handcuffs On Felony Charge,FAKE
 Madeleine Albright: ‘I Will Register As A Muslim’ In Solidarity,FAKE
U.S. rescinds Obama plan for some undocumented parents,TRUE
Florida senators seek funding for Hurricane Irma in Harvey bill,TRUE
What were ex-Trump adviser Bannon's policy wins and losses?,TRUE
Coalition of 13 states to challenge Trump on vehicle emission standards,TRUE
 WATCH: Fox Host Whines How It’s Not Fair That Men Can’t Condescend To Women,FAKE
 John Kasich Tells GOP Chair Reince Priebus To Go F*ck Himself,FAKE
Neo-Nazi group moves to 'Dark Web' after website goes down,TRUE
 Trump Considering Firing Sessions And Replacing Him With Corrupt Trump Crony,FAKE
Security for Trump's summer visit ruffles tranquil New Jersey town,TRUE
 Milo Yiannopoulos Tells Aussies To Vote Against Marriage Equality Weeks After His Own Gay Wedding,FAKE
"Trump on Twitter (Aug 7): Fake News, Senator Richard Blumenthal",TRUE
 NBC Insults The Hell Out Of Trump With Tagline For New ‘Celebrity Apprentice’ (VIDEO),FAKE
 Hillary Has BIG Lead Over Trump In Latest National Poll,FAKE
 Trump Supporters Terrorize An American Woman On The Subway For Wearing A Hijab,FAKE
Trump not now considering value-added tax or carbon tax: White House,TRUE
House intel committee wants Trump Jr. to appear before panel: top Democrat,TRUE
Republican U.S. Senator Corker will not seek re-election next year,TRUE
Pennsylvania mayors charged in pay-to-play corruption case,TRUE
 BOMBSHELL: Israeli Spies Reveal Trump’s Pee Party Is Just The Tip Of A Fast-Melting Iceberg,FAKE
" Trump Marks D-Day Anniversary By Bragging About Himself, Attacking The Media, And Insulting An Ally",FAKE
 Trump: Mass Shootings Will Stop If Americans Unite And Pray For Peace,FAKE
" Hannity Defends Trump With Psychotic Threat To Morning Joe, This Could Ruin Him (TWEET)",FAKE
Border wall prototypes a first small step on Trump campaign promise,TRUE
Cuba denies involvement in incidents concerning U.S. diplomats,TRUE
Trump administration sends conflicting signals on Russia sanctions,TRUE
U.S. top court will not review Ohio 'perfect' ballot law,TRUE
 Dem Senator ‘Increasingly Concerned’ Trump Will Fire Mueller And Rosenstein To Stop Russia Probe,FAKE
Tillerson seeks to reassure worried Europe over Trump,TRUE
 Donald Trump’s Eating Habits Could Be Dramatically Affecting His Wellbeing And Our Safety,FAKE
" ‘Shoot At Hurricane Irma’ Facebook Event Taken Too Seriously, So Police Had To Issue A Warning",FAKE
China says confident in economic relations with U.S. ahead of Trump visit,TRUE
Judge warns attorneys for Manafort and Gates against speaking on case out of court,TRUE
Trump's tax cut proposal shines light on MLPs,TRUE
 Trump Demands To Know Why The Millions Of Women Protesting Him ‘Didn’t Vote’ And Gets TRASHED (TWEETS),FAKE
 Snowflake Trump Makes His Staff Create A Daily Newsletter,FAKE
 Watch This 9-Year-Old Girl’s Heartbreaking Message About Blacks And Police Brutality (VIDEO),FAKE
Trump says he will get into 'great detail' on tax reform in next two weeks,TRUE
 Mark Hamill Has The BEST Response To Trump’s Sexist Attack On Mika Brzezinski,FAKE
 Idiot Donald Trump Jr. Just Released Russian Email Chain — He’s Toast (IMAGES),FAKE
EU activates 'all diplomatic channels' over new U.S. sanctions on Russia,TRUE
"Boeing, aerospace manufacturers back U.S. tax overhaul",TRUE
 Trump Taking Another Major Step Toward U.S. No Longer Being A Superpower,FAKE
 BREAKING: FBI Suspects Jared Kushner Of Being A Russian Stooge (DETAILS),FAKE
Trump to hold town hall meeting with about 50 business leaders,TRUE
 Sweden OPENLY Makes Fun Of Trump On Twitter With All-Female Signing Pic; It’s AMAZING,FAKE
"Trump loan to Puerto Rico a start, but more aid to come: official",TRUE
Trump won't trade U.S. jobs for China's help on North Korea: Ross,TRUE
 WATCH: Hilarious Leaked Video Shows Australian PM Mocking Trump And It’s Now The Best Thing On The Internet,FAKE
 Trump Outrageously Refers To Elizabeth Warren As ‘Pocahontas’ During Meeting With Senators,FAKE
 Trump Posts First Hypocritical Tweet Of 2017 And INFURIATES Everyone,FAKE
 Syria Is EXACTLY What Noam Chomsky Warned Us About A Week Ago,FAKE
"Trump, declining to provide evidence, says thinks Obama adviser Rice committed crime: NYT",TRUE
U.S. says it regrets Russia canceled diplomat meeting,TRUE
 Chuck Schumer RESPONDS To Trump With Tweet Of His Own About Putin And It’s F*cking Glorious,FAKE
"U.S. accuses Iran, Venezuela of human trafficking failings",TRUE
 Trump’s Team Is So Incompetent They Couldn’t Even Book A Hotel Room For G20 Summit,FAKE
"Kushner, former Trump adviser McFarland spoke with Flynn about Russia contacts: CNN",TRUE
U.S. has 'frank' exchange on South China Sea during Trump visit,TRUE
 Chris Wallace SCOLDS Fox News Colleagues For Not Covering Comey Firing Seriously (VIDEO),FAKE
Republican Sen. Johnson may vote against tax bill in committee,TRUE
" Bernie Drops STUNNING Truth Bomb On Trump Voter, Makes Her Regret Vote In Under 2 Minutes (VIDEO)",FAKE
South Korea to 'wait and see' after Trump threat to scrap free trade deal,TRUE
Trump seen replacing Yellen at Fed with NEC's Cohn: Politico,TRUE
 WATCH: Black Panelists SHUT DOWN Trump Fan For Saying Trump Is A Civil Rights Leader (VIDEO),FAKE
Troops make progress in Tal Afar battle as U.S. defense secretary visits Iraq,TRUE
Russian lawmaker says U.S. sanctions hits joint fight against terror: RIA,TRUE
Trump pleads with Republicans to roll back Obamacare,TRUE
"Factbox: Trump on Twitter (September 8) - Hurricane Irma, Filibuster rule",TRUE
" WOW: Republican NYT Columnist QUITS GOP, Rips Trump To Pieces In Must-Read Rant",FAKE
U.S. attorney general calls for efficient review of immigration cases,TRUE
 Reliable Rumors Abound That Trump Is Ready To Resign,FAKE
Trump backs Alabama Republican Senate candidate Moore,TRUE
US Senate may vote this week to add penalties for sex traffic sites -sources,TRUE
 Racist Donald Trump Actually Has The NERVE To Speak About March On Washington Anniversary (TWEET),FAKE
Senator Warren hits out at 'effort to politicize' U.S. consumer agency,TRUE
U.S. Congress passes short-term bill to avert government shutdown,TRUE
Deutsche Bank ignores U.S. Trump/Russia query: Democratic staffer,TRUE
 Dems SLAM Trump For Racist Support And Kellyanne Conway Freaks Out,FAKE
 Christiane Amanpour Rips The Media A New One Over Coverage Of Hillary Clinton’s Pneumonia (VIDEO),FAKE
" Ann Coulter Admits: If Clinton Wins, Republicans Will Go Out Of Business",FAKE
House panel wants Comey recordings,TRUE
Watergate 'pales' compared with Trump-Russia: former U.S. intelligence head,TRUE
U.S. military unfunded requirement list at $33 billion: Mattis,TRUE
 Betsy DeVos: Black Colleges That Came From Jim Crow Are Models Of ‘School Choice’,FAKE
 NEW EVIDENCE Confirms Worst Fears: Russia Is Behind Hacks Aimed At Making Trump President,FAKE
Justice Dept. delivers documents on wiretap claim to Congress,TRUE
"Amid Spain attacks, Trump says U.S. ready and borders secure",TRUE
Rocky start to U.S.-China talks pushes steel shares higher,TRUE
" REPORT: Trump Hates Being President, Would Rather Play Golf At His Resort",FAKE
" WATCH: Trump Surrogate Tries To Spin Taco Truck Fiasco, Gets Laughed At (VIDEO)",FAKE
Mexico to review need for tax changes after U.S. reform-document,TRUE
 Trump Campaign Manager Gives SICKENING Interview On ‘Enormous Sacrifices’ Trump Made (VIDEO),FAKE
Trump and U.S. House tax lawmaker reopen door to 401(k) changes,TRUE
Trump nominee for China ambassador promises firm line on Beijing,TRUE
Business leaders say no NAFTA better than bad deal,TRUE
" Two Weeks Before Election, Trump Still Defends Accused Child Molester Because TAXES, Y’all",FAKE
Separate mothers and children: How a Trump threat deterred illegal migrants,TRUE
 WATCH: Chuck Todd Blasts Pence For Trump’s Hiring Of Alleged Rapists And Racists,FAKE
U.S waives Jones Act to secure fuel for hurricane responders,TRUE
 Muslim Family Restaurant Finds Creative Way To Tell Donald Trump To Go F*ck Himself,FAKE
 WATCH: NY School Board Chair Just Delivered A BRUTAL F*ck You To Racist Trump Campaign Chair,FAKE
 Dan Rather BURIES Trump In Epic Post-Debate Analysis That Everyone Should See,FAKE
" Marco Rubio Really Wants To Win Reelection, But Won’t Rule Out Puling A Sarah Palin (VIDEO)",FAKE
 McCain Responds With Zero F*cks To Give Over Trump’s Threat,FAKE
 Trump Gets Laughed Off Twitter For Claiming That All Protesters Against Him Are Paid Thugs,FAKE
" Veteran Doesn’t Want Your Thanks, He Wants You To Vote For Hillary",FAKE
 BUSTED: Trump’s Senior WH Staff Have Email Accounts On A Private Server (DETAILS),FAKE
Venezuela decries 'ignorant' Trump's Cuba policy rollback,TRUE
 Trump Adviser Confirms: Trump’s Immigration Policy Is Still Racist (VIDEO),FAKE
"Lawyers for former Trump aide Flynn call allegations outrageous, false",TRUE
Exclusive: U.S. group Sierra Club seeks probe of EPA's Pruitt over CO2 comments,TRUE
Weinstein on indefinite leave as company investigates allegations,TRUE
Veteran U.S. diplomat Patterson out of running for Pentagon post,TRUE
"Senate Republicans weigh tax cuts, deficit expansion",TRUE
Trump Labor Dept wants salary to count in overtime eligibility,TRUE
Cannot be complacent about potential threat of North Korean missiles: UK minister,TRUE
Trump voices mild optimism about ties with North Korea,TRUE
Trump picks white-collar crime lawyer to replace Comey at FBI,TRUE
 WATCH: Kellyanne Conway Pathetically Begs People To Buy Ivanka Trump’s Products On Fox News,FAKE
U.S. special counsel's investigators met author of 'Trump dossier': source,TRUE
U.S. Senate number two Democrat calls Trump's conduct 'dangerous',TRUE
Trump says violence by anti-fascists proves him right on Charlottesville,TRUE
 What Dan Rather Has To Say About Trump’s ‘Deadly Serious’ Flynn Scandal Is ‘Chilling’,FAKE
 BREAKING: Russia Scandal EXPLODES In Trump Admin.; Top Russian Stooge Is OUT,FAKE
Moderate Collins back in prominent role in Senate tax drama,TRUE
 WATCH: CNN Panelist HUMILIATES ‘Snowflake’ Trump For Cowardly Backing Out Of Correspondent’s Dinner,FAKE
 Actress Makes HUGE Donation That Will Drive Trump Nuts,FAKE
 WATCH: Sean Spicer Loses His Sh*t When Reporters Grill Him About Trump’s Ties To Russia,FAKE
" Americans Were Asked By A Poll To Pick One Word To Describe Trump, And The Result Will ENRAGE Him",FAKE
 Government Ethics Office Systems Crash After Avalanche Of Complaints About Kellyanne Conway (TWEETS),FAKE
Former White House aide Gorka joins pro-Trump campaign group,TRUE
Trump says he would accept 21 percent corporate tax rate,TRUE
"Fearing Trump's next move, liberals urge Supreme Court conservative Kennedy to stay",TRUE
" Trump Insulted German Leader On First Visit, Gave Her A ‘Bill’ For NATO (DETAILS)",FAKE
Trump backs away from bipartisan Senate healthcare bill,TRUE
"House gives final approval to tax bill, delivering victory to Trump",TRUE
Nuclear weapons will not bring security for North Korea: Tillerson,TRUE
 Maine’s Horrible Governor Just Outright Declared Blacks And Hispanics ‘The Enemy’,FAKE
India's Modi could discuss visa issue with Trump: trade official,TRUE
 Bridgegate Verdict Is IN – Guilty On All Charges (DOCUMENTS),FAKE
Democrats criticize Senate's all-male healthcare group,TRUE
"Pence to preside over Senate tax bill vote, his office confirms",TRUE
Trump taps Fed centrist Powell to lead U.S. central bank,TRUE
 Trump Just Offered The Most BIZARRE Excuse For Russian Prostitute Urination Scandal (VIDEO),FAKE
Trump and Vietnam's president underscore free and open access to South China Sea,TRUE
Trump Justice Department civil rights nominee denounces neo-Nazis,TRUE
 Texas Republican Introduces Bill To Put Women In Prison For Having An Abortion,FAKE
 White House Officials Admit That Trump LIED About Writing His Own Inaugural Address,FAKE
 SPINELESS: Paul Ryan Actually RAN AWAY From Reporters After Trumpcare FAIL (VIDEO),FAKE
Trump urges NFL to ban players kneeling during anthem,TRUE
 Trump Responds To Berlin Truck Attack With DANGEROUSLY Reckless Anti-Muslim Comment,FAKE
White House names Hicks interim communications director,TRUE
" Trump Insists Stop And Frisk Wasn’t Ruled Unconstitutional – He’s Wrong, It Was (VIDEO)",FAKE
Trump urges Senate Republicans to move ahead with healthcare reform,TRUE
Obamacare taxes stand if Senate fails to adopt health bill: Brady,TRUE
" Dan Rather Condemns Trump’s Reality Show Tactics In Syria, RIPS Media For Calling Act ‘Presidential’",FAKE
"Russia, Iran sanctions bill hits roadblock in U.S. House",TRUE
" Trump Just Went Back On Another Election Vow, Decides To Keep DACA",FAKE
"Tillerson urges ASEAN to cut North Korea funding, minimize ties",TRUE
 Arizona Democratic Party PERFECTLY Trolls Trump And His Surrogate Over ‘Tacos On Every Corner’,FAKE
" Despicable Trump Announces An End To DACA, Will Kick 800,000 Kids Out",FAKE
More Democrats oppose Trump's U.S. Supreme Court pick,TRUE
Republican senator wants Democrats to testify on Trump dossier,TRUE
 Neil DeGrasse Tyson Gets Uncharacteristically Political; Says Trump Is A ‘Threat To Democracy’ (VIDEO),FAKE
" When You See A Trump Supporter Calling The Election ‘Rigged,’ This Is The PERFECT Reply",FAKE
Trump lawyer criticizes Comey's leak to news media,TRUE
Blackwater founder Prince details meeting with Russian in Seychelles,TRUE
FBI officials said Clinton 'has to win' race to White House: NYT,TRUE
 The UNBELIEVABLE Reason Trump Pardoned Arpaio As Hurricane Harvey Was Bearing Down,FAKE
"House Republicans repeal Obamacare, hurdles await in U.S. Senate",TRUE
Republican tax plan would let churches enter political fray,TRUE
 Betsy DeVos TOTALLY HUMILIATED During Keynote Speech At Historically Black University,FAKE
Trump administration taps coal consultant for mining oversight role,TRUE
 BREAKING: Obama Alongside Canada Just Made HUGE Move To Protect Earth From Trump,FAKE
 Republican Senate Candidate Thinks If You Don’t Believe In God You Deserve To Be Shot,FAKE
"Trump's first year in office marked by controversy, protests",TRUE
" Scaramucci’s New Yorker Interview Is More Than Just Gross, It May Be A Felony",FAKE
 Neo-Nazi Sues Trump For Making Him Punch A Black Lady At A Rally (VIDEO),FAKE
 Trump WHINES Like A B*tch On Twitter After NFL And Democrats Tell Him To Go F*ck Himself,FAKE
 BREAKING: Mike Pence SHUTS DOWN Crazy Trump Supporter For Threatening Hillary (VIDEO),FAKE
INSTANTVIEW: House Republicans pass revised Obamacare overhaul,TRUE
 University Of Texas Police Kick Humiliated Nazis Off Campus Before They Could Start Trouble,FAKE
Democratic wins in U.S. state elections boost hopes for carbon trading,TRUE
 Trump Just Got Caught Trying To Blackmail Morning Joe Hosts,FAKE
State funding changes in spotlight in Republican healthcare bill,TRUE
 WOW: Intercepted Communications Implicate Three Top Trump Advisors In Plot With Russia,FAKE
 This Powerful Campaign Ad Announces A Serious Challenge To Paul Ryan’s House Seat (VIDEO),FAKE
Pence hires his own lawyer for Russia probes,TRUE
 WATCH: Anderson Cooper HUMILIATES Trump Supporter For Whining About Jay-Z At Hillary Rally,FAKE
"Russia holds rates amid geopolitical risks, sees cuts by year-end",TRUE
 Trump Is Charging Journalists With Felonies For Covering His Inauguration Protests,FAKE
" Trump Wants More White House Staffers, What He Wants Them To Do Is SHAMEFUL (TWEETS)",FAKE
Justice Kennedy on hot seat in major voting rights case,TRUE
" Trump Bucks GOP Leadership Again, Runs Back Into The Arms Of Chuck And Nancy",FAKE
White House chief of staff says his job is not to control Trump,TRUE
Trump administration sides against unions in high court fees case,TRUE
"U.S. lawmakers ask Facebook, Twitter for information on anti-fracking ads",TRUE
Trump says strategic patience with North Korea over,TRUE
" One Of Trump’s Groping Victims Just Came Forward, Campaign Is PANICKING (VIDEO)",FAKE
"Factbox: Belgian mother of two, young New Yorker among victims of truck attack",TRUE
Trump greets Japanese emperor with a handshake and nod - but no bow,TRUE
Exclusive: Tillerson declines to host Ramadan event at State Department,TRUE
 Bombshell CIA Report Reveals Russia’s Secret Plan For 2016 Election,FAKE
" Trump EXPLODES Because Paul Ryan Won’t Defend Him, Launches INSANE Attack (VIDEO)",FAKE
 CHAOS In Washington As Trump Avoids Real Work And His Transition Team Eats Itself Alive,FAKE
U.S. to unveil revised self-driving car guidelines: sources,TRUE
 White Las Vegas Teen Caught On Camera Calling Black Student ‘F*cking N*****’ (VIDEO),FAKE
U.S. senators seek details on 'dubious' oversight shift by Japanese bank,TRUE
Senate Republican leaders want health bill revised by Friday: Cornyn,TRUE
 Trump’s Approval Rating Makes SHOCKING Change With His Own Supporters (IMAGE),FAKE
 WATCH: Colbert HUMILIATES Trump With Scathing Takedown To Avenge Attack On John Dickerson,FAKE
Groups sue to obtain White House visitor logs,TRUE
"Senate Republicans unveil Obamacare replacement bill, but fate uncertain",TRUE
Highlights: The Trump presidency on March 31 at 6:19 p.m. EDT,TRUE
 Trump Will HATE What Stephen Colbert Just Did To Him – It’s Pure Comedy Genius (VIDEO),FAKE
Trump pushes infrastructure plan as Russia probe heats up,TRUE
 Trump’s First Action In Office: Hurt The Poor As Quickly As Possible,FAKE
Trump says North Korea problem 'will be taken care of',TRUE
 Armed Trump Supporters ‘Stand Their Ground’ Outside Female Dem. Candidate’s Campaign Office For 12 Hours,FAKE
" Fox News Just Got SLAPPED With A Racial Discrimination Lawsuit, And It’s About Damn Time",FAKE
Exclusive: Trump son-in-law had undisclosed contacts with Russian envoy - sources,TRUE
Trump chides Merck CEO after resignation from presidential council,TRUE
"U.S., Russia military communications channel still open: U.S. officials",TRUE
Exclusive: U.S. envoys told to be coy on re-engaging in Paris climate deal - cable,TRUE
White House developing comprehensive biosecurity strategy: official,TRUE
" Chuck Todd Goes Off On Trump, Says What Every American Is Thinking Right Now (VIDEO)",FAKE
 Trump’s Team Just Found A New Way To Babysit Him: This Is A New Low (DETAILS),FAKE
Trump travel ban back in U.S. courts next week as battles stretch on,TRUE
Tillerson says State Department spending 'simply not sustainable',TRUE
 WATCH: Jake Tapper Teaches Trump The Difference Between Conspiracy Theories And Real News,FAKE
California governor signs climate policy extension into law,TRUE
" Trump Tries To Throw Michelle Obama Under The Bus, Falls Flat On His Face Instead (VIDEO)",FAKE
"Mexico welcomes NAFTA re-negotiation, expects constructive talks",TRUE
Probe by U.S. special counsel is a criminal investigation: Blumenthal,TRUE
 A Van Struck Down Muslims In London,FAKE
" Gizmodo Tricks James Comey, Trump Advisers Into Responding To Blatantly Obvious Email Hack Attempt",FAKE
 Trump In Poland: ‘Everyone’ In The U.S. Is Now ‘Getting Very Rich’ Because Of Me,FAKE
Nearly half of Americans oppose Republican tax bill: Reuters/Ipsos poll,TRUE
 ‘Alt-Right’ Leader Richard Spencer Was Just Punched In The Head AGAIN Then Glitter Bombed,FAKE
"Partisan feud undercuts Trump-Russia probe, U.S. Democrats charge",TRUE
" This ‘Duck Dynasty’ Star Wants To Baptize Donald Trump, And It’s As Crazy As It Sounds (VIDEO)",FAKE
White House says making 'a lot of progress' on tax reform,TRUE
" Democrat Forces Trump’s Own Nominee To MOCK Him, Admit Obama’s Inauguration Was Bigger (VIDEO)",FAKE
 Dominican Newspaper Trolls Trump By Using A Photo Of Alec Baldwin (SCREENSHOTS),FAKE
 Hillary HAMMERS Trump With This Awesome List That Disqualifies Him From Being President,FAKE
Trump likely to visit China during November Asia trip: U.S. official,TRUE
Trump administration vastly expands global anti-abortion policy,TRUE
"Trump vows to 'win' against opioid epidemic, offers no new steps",TRUE
"Factbox: Trump on Twitter (Dec 29) - Approval rating, Amazon",TRUE
 Trump Can’t Find One Latino For His Cabinet; Here’s Why,FAKE
 Spicer Quickly Orders Press Briefing To Be OFF Camera After Trump’s Indefensible Morning Meltdown,FAKE
Climate change helped fuel record heat in 2016: U.S. government report,TRUE
" Trump Gets Tired Of ‘Hamilton’ Feud, Reignites Attacks On The New York Times Instead (TWEETS)",FAKE
 Neil deGrasse Tyson And J.K. Rowling BURN Trump With Searing Joke On Twitter (TWEETS),FAKE
Trump does not recall suggestion of Putin meeting: White House,TRUE
U.S. judge narrows travel ban in defeat for Trump,TRUE
U.S. companies sign billions in deals with Vietnam,TRUE
"Russian envoy, at heart of U.S. investigations, ends tenure in Washington",TRUE
 ‘Responsible Gun Owner’ Pulls Weapon On Woman In Argument Over School Supplies,FAKE
 Trump’s Second Favorite Sheriff Just Very Suddenly Resigned,FAKE
 The Internet Is LOVING Trump’s Embarrassingly Awkward Handshake With Canada’s Prime Minister (TWEETS),FAKE
 Federal Lawsuit Filed Against Trump Over Financial Disclosure (DETAILS),FAKE
Proposed new U.S. sanctions ruse to force Russia from EU energy market: TASS cites Putin ally,TRUE
Erdogan says U.S. stance stalls Turkish ratification of Paris climate deal,TRUE
 Even Trump’s New Campaign Manager Demanded He Release His Taxes (VIDEO),FAKE
 ‘Prepare To Kill’: Conservative Trump Fan Declares Open Season On Anyone Who Punches Nazis (VIDEO),FAKE
 Trump Fans Start Screaming ‘WIKILEAKS’ In PATHETIC Attempt To Link Trump’s ‘Assassin’ To Hillary,FAKE
"Factbox: Trump on Twitter (Aug 18) - Camp David, Homeland Security, Democrats",TRUE
 Hillary’s Secret Weapon For The End Of Her Campaign Is Trump’s Biggest Piece Of Kryptonite,FAKE
"Government leakers are 'enemies to our state,' White House official says",TRUE
Factbox: How the U.S. Senate and House tax proposals differ,TRUE
 WATCH: Wolf Blitzer Makes Republican Throw Temper Tantrum Over Trump’s Nazi Problem,FAKE
Cuts to homeowner tax breaks could cost Republicans in 2018 races,TRUE
 RIGGED: Hillary Wins Popular Vote As Republicans Claim WH Victory,FAKE
Former CIA chief says he warned Moscow over election hacking,TRUE
Republicans meet late into night as Trump demands new U.S. healthcare plan,TRUE
" Papa John’s Founder Retires, Figures Out Racism Is Bad For Business",FAKE
White House: more Obama regulation rollbacks coming,TRUE
 WATCH: CNN Pundit Hilariously Turns Trump’s ‘Drain The Swamp’ Slogan Against Him,FAKE
White House unveils list of ex-lobbyists granted ethics waivers,TRUE
 Chelsea Clinton Just Lit Trump On FIRE Over His Stupid Swedish Massacre Claim (TWEETS),FAKE
U.S. House may consider bill to fund government for a week: source,TRUE
Top Trump lieutenant Scaramucci lashes colleagues in obscene rant,TRUE
Factbox - Republicans cut side deals to push through U.S. Senate tax bill,TRUE
 The Internet EVISCERATES Whiny Nikki Haley After She Complains About Having To Do Her Job (TWEETS),FAKE
UK punters back an early exit for Trump: bookmakers,TRUE
U.S. lawmakers reach deal for Senate vote on Russia sanctions,TRUE
House speaker urges Trump not to scrap 'Dreamers' immigration policy,TRUE
 WATCH: Hannity Loses His Sh*t And Refers To Hillary As ‘President Clinton’ During UNHINGED Rant,FAKE
 Paul Ryan Assaults Healthcare On Twitter And Gets BUTCHERED By The Public (TWEETS),FAKE
Some Republican lawmakers urge Trump not to reverse Cuba opening,TRUE
 Trump Posts INSANE Tantrum About The Media While Supposedly ‘Working’ On Vacation,FAKE
"In Georgia, a Democrat's 'Make Trump Furious' campaign rattles Republicans",TRUE
" Trump Camp Spends $200,000 To Trend Pro-AHCA Message On Twitter, Anti-AHCA One Goes Viral Instead",FAKE
" Pat Robertson Says If We’d Only Worship Trump, Las Vegas Never Would’ve Happened",FAKE
Trump 'dossier' firm: Republicans leaked bank records in retaliation,TRUE
Trump's attack on Senator Gillibrand 'nasty': Senator Schumer,TRUE
 Obama’s Head Of Disaster Relief TRASHES Trump’s Response To Puerto Rico (TWEET),FAKE
" This Female U.S. Senator Just Said What We’re All Thinking About Trump, And It’s PERFECT (TWEET)",FAKE
Lavrov says wild that Trump Jr. blamed for meeting Russian lawyer,TRUE
 Katrina Pierson Just Blamed Hillary Clinton For Trump’s Stop-And-Frisk Plan (VIDEO),FAKE
